brand_id,review_id,avg_rating,is_product_recommended,review_content,is_anonymous,display_name,rating_packaging,rating_price,rating_quality,rating_service,rating_shipping,rating_taste,sentiment_score
00411460f7c92d2124a67ea0f4cb5f85,2600,5.0,True,look like still pretty good slow waiting sun stay well get busy people like slow right guy demo obviously sell personally favorite one original peanut butter one nougat little dry side guess packaging look fine,False,Snacks,5.0,5.0,5.0,5.0,5.0,5.0,4
00411460f7c92d2124a67ea0f4cb5f85,2599,5.0,True,sell pretty well would say fairly average like candy kind chocolate treat,False,Snacks,5.0,5.0,5.0,5.0,5.0,5.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2901,4.0,True,okay kind slow right like taste tried hot honey marinara good comparable pricing pasta sauce stuff,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2969,4.75,True,sauz sold really well store packaging eyecatching ingredient really seal deal employee also obsessed sauz tried flavor love price point hasnt issue quite large jar get multiple us,False,Condiment & Spices,4.75,4.0,5.0,5.0,5.0,4.75,4
00ec53c4682d36f5c4359f4ae7bd7ba1,2904,4.0,True,okay started end display reorder couple flavor think theyve okay since look like weve gone hot honey there couple case weve sold already summer lemon sold case wild rosemary case half creamy calabrian vodka probably look like best selling one far packaging think look really good know price little pricier others range much issue havent heard feedback quality taste yet seems okay packaging probably big plus stand shelf pretty unique unique flavor category,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2903,3.0,True,half gone selling havent gotten complaint dont think rebought repeatedly,True,Condiment & Spices,3.0,3.0,3.0,3.0,3.0,3.0,1
00ec53c4682d36f5c4359f4ae7bd7ba1,2902,3.0,True,ive shelf week ive sold couple flavor dont whole lot feedback flavor summer flavor presume theyre going well havent tried personally packaging stand pretty nice price little high higherend sauce nothing people arent willing pay,True,Condiment & Spices,3.0,3.0,3.0,3.0,3.0,3.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2900,4.0,True,almost sold shelf one left probably order case every two week get two different flavor id say sell decently well pretty small store packaging pretty good comment taste price havent pretty fairly priced like higherend sauce,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2899,4.0,True,okay doesnt run shelf like packaging ive never actually think price pretty much line pasta sauce never complaint,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2898,4.0,True,okay started end display reorder couple flavor think theyve okay since look like weve gone hot honey there couple case weve sold already summer lemon sold case wild rosemary case half creamy calabrian vodka probably look like best selling one far packaging think look really good know price little pricier others range much issue havent heard feedback quality taste yet seems okay packaging probably big plus stand shelf pretty unique unique flavor category,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2897,4.0,True,three skus guy think creamy calabrian vodka sound pretty good hot honey well guy welcome demo store itll definitely boost sale price competitive one little bit better packaging bright color fine far taste yet dont know guy sample grocery team u try could maybe try sell customer dont know thats something guy guy thatd one way u taste,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2896,5.0,True,pretty good feel like first got lot interest whatnot think need spruce display little bit probably itll start moving love packaging like bright fun color statement writing taste amazing actually creamy calabrian vodka sauce one phenomenal everything pretty good first time get packaging noticed summer lemon one came broken unfortunately got fixed resolved think thats probably issue weve ever really got fixed situated im pretty sure sent u new one credited account sort well,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2893,5.0,True,hot honey marinara wild rosemary marinara look like people snatching think well personally havent tried customer seem really enjoy every time purchase feel like really good nothing positive feedback packaging look great price look reasonable,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,4
00ec53c4682d36f5c4359f4ae7bd7ba1,2891,5.0,True,pretty well premium grocery store deli situation ton product sell pretty well good feedback really love summer lemon hot honey marinara guest seem really like wild rosemary,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,4
00ec53c4682d36f5c4359f4ae7bd7ba1,2890,5.0,True,got couple week ago think sold couple already havent feedback taste packaging people said cute price average competitor might able post something guy one day social medium page would probably help pick sale,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,2
00ec53c4682d36f5c4359f4ae7bd7ba1,2889,5.0,True,carry two sauce creamy calabrian vodka sauce wild rosemary marinara creamy calabrian seems little bit popular theyre definitely selling weve week store still fairly new weve open seven week altogether creamy calabrian vodka believe received twelve originally april 24 weve sold half far personally havent tried yet know people happy see carrying house issue original order marinara came pretty broken replaced great pleased know addressed quickly,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,1
00ec53c4682d36f5c4359f4ae7bd7ba1,2873,5.0,True,really well people really like havent tasted know lot people say like like taste seem sell quite bit price seems good,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,4
00ec53c4682d36f5c4359f4ae7bd7ba1,2872,4.0,True,fairly well one first time carrying pasta sauce im sure lot people know still flavor left,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2871,5.0,True,weve sold couple jar month id say two three packaging appeal everyone lot people comment pick maybe price,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,1
00ec53c4682d36f5c4359f4ae7bd7ba1,2870,5.0,True,havent heard anyone say anything thats typically bad pricing personal opinion pricing seems fine packaging look really good good enough catch someone eye come box,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2868,4.0,True,packaging awesome colorful stand pasta sauce aisle people really loved demo couple week ago bogo pretty much sold almost everything price seems competitive price comparing pasta sauce shelf honestly presentation flavor theyre awesome personal favorite one summer lemon im extremely partial anything citrus thats theyre great sauce,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,5
00ec53c4682d36f5c4359f4ae7bd7ba1,2866,5.0,True,pretty well tried hot honey like flavor thick im thinking others might pretty thick might really good lasagna im specialty food buyer person saw thought looked interesting like idea clabbering chilies cool idea lemon like idea rosemary instead basil change thought neat,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,3
00ec53c4682d36f5c4359f4ae7bd7ba1,2757,3.0,True,slower item slow heard feedback packaging look nice,False,Condiment & Spices,3.0,3.0,3.0,3.0,3.0,3.0,2
013d407166ec4fa56eb1e1f8cbe183b9,1790,5.0,True,love black matcha,False,"Coffee, Tea & Cocoa",5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3447,5.0,True,sell well one highestselling product keep new flavor,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3446,5.0,True,selling well far item specialty spicy mayo little bit popular soy sauce vinegar spicy mayo south people love mayonnaise everything seems great far packaging great everyones sell poke bowl three day week dont make spicy mayo staff use spicy mayo poke bowl time love,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3445,5.0,True,pretty well couple customer really really like certainly popular item well u personally favorite thing world im really customer,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3444,4.0,True,pretty slow mover carry couple mushroom botanical drink odyssey well people generally grab little saint theyre looking sit bar inhouse bar well people arent drinking right thats see going suggest want something thats na option liked guy kind leaned mushroom drink late term packaging thats really hot ticket right lot people looking sort thing personally like spicy margarita thats one ive time price point bit high personally drink little higher price point rate would get beer since consume alcohol right seems par thing market term consumer habit price point look high dont hear anybody store really complaining like packaging perception value isnt smaller format well see people grabbing odyssey larger format slim smaller little saint cocktail,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
019d385eb67632a7e958e23f24bd07d7,3443,4.0,True,generally speaking sell fairly well dont sell extremely fast theyre consistent people come specifically noticed cbd removed newer batch think people still enjoy regardless enjoyed cbd dont know thats really affecting sale something people noticed aside able consistently get four flavor fun get new flavor every right able get paloma negroni ginger spicy margarita definitely planning continuing carry theyre pretty par mocktails far price packaging good taste taste kind artificial sugar type flavor probably im really sensitive particular flavor flavor others overall positive,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
019d385eb67632a7e958e23f24bd07d7,3442,4.0,True,far one better sold nonalcoholic brand great flavor packaging attractive price seems fair,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
019d385eb67632a7e958e23f24bd07d7,3458,4.0,True,good actually used cbd thats concern customer prefer sell better cbd,True,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
019d385eb67632a7e958e23f24bd07d7,3720,4.0,True,pretty good lot people cbd one popular flavor ginger mule also liquor bottle little tall doesnt fit shelf thats,,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
019d385eb67632a7e958e23f24bd07d7,3714,5.0,True,great lot people coming actually looking specifically website often well get call checking make sure website correct carry people coming consistent customer specifically come really great product actually draw lot customer honest people seem really enjoy packaging definitely really good draw couple na mocktails people tendency grab one along whenever theyre getting anything else price wise people always like thing cheaper havent really complaint seems like negroni paloma kind top kind go pretty equally couple people ask mezcal im little hesitant get price point espresso martini one didnt sell well surprisingly thought really good kind took u longest get maybe one thing carry na thing little bit stronger flavor sort force customer sit slower like cocktail maybe little bit stronger flavor sort allow person sip theyre easy drink even open drink one kind lean na realm experience nevertheless little popular one often reason people lean towards something else actually sort factor one kind sip little bit slower put ice kind let ice dilute little bit kind similar way would cocktail something pour ice would marketing instagram stuff guy definitely get lot people attention brings,,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,4
019d385eb67632a7e958e23f24bd07d7,3462,5.0,True,really well weve got mezcal option large bottle five mixer overall really well id say best seller would mezcal option st ember one sell best right behind ginger mule spicy margarita heard brought back espresso option one really well u definitely bringing one back one sold well people really enjoy packaging dont think ive received complaint taste,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,4
019d385eb67632a7e958e23f24bd07d7,3722,4.0,True,unfortunately ran order anymore honestly sold really well another product selling local thing one coworkers make hard feeling company product come little bit cheaper something could support locally packaging looked really well looked really nice lot people enjoy,,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,2
019d385eb67632a7e958e23f24bd07d7,3723,5.0,True,well u weve carried little saint since initially launched business back 2021 believe cbd variation transitioned reishi mushroom formulation sell well location fact need order move quickly humanly possible want get team let know could use sooner rather later thatd tremendous,,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3724,4.0,True,good weve reordered several time id probably say paloma ginger mule spicy margarita popular smaller one come back get bigger bottle one wasnt really successful espresso martini besides people really like come back,,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
019d385eb67632a7e958e23f24bd07d7,3725,5.0,True,five variety little saint mocktails spirit well pretty popular beverage people seem dig spirit exceptionally well mocktail flavor sell equal,True,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3721,4.0,True,great might one around kudos guy instagram marketing working good people often balk price considering nonalcoholic spirit packaging great taste great honestly one na spirit ive didnt think disgusting sell st ember way people mix whatever want sometimes people ask canned one really small store doesnt make sense u carry unless volume thing find lighter glass even better packaging could ship allbecause buy twelve time lot packaging store environmentally conscious possible one best thing lighter glass bottle kind lower compact shipping thats biggest part carbon footprint,,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,5
019d385eb67632a7e958e23f24bd07d7,3449,5.0,True,marketing probably much venture festival going bringing u vend weve really kind busy lately anyways well thought there also niche people get right packaging price fine sometimes people say monk fruit kind sugar free taste get super adored people think thats fine variety little green can absolutely great,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,2
019d385eb67632a7e958e23f24bd07d7,3450,4.0,True,pretty well keep stocked na section got can guy available big bottle st ember done really well ive tasted dont like spicy margarita thats dont like spicy thing sell bunch pricing good sort marketing point sale rack sort could put can selling single think fine doesnt need different doesnt need fourpack necessarily like single concept sort packaging display rack something could fit would take less space shelf thatd great,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
019d385eb67632a7e958e23f24bd07d7,3448,5.0,True,generally well people really like canned one ginger mule paloma lot people get especially hot day go big bottle little saint maybe quickly people regularly buy everythings coming pretty fine havent damaged product,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,3
019d385eb67632a7e958e23f24bd07d7,3402,4.916666667,True,weve loved little saint shop people directed little saint website find baskette weve lot new returning customer thanks product easy sell delicious,False,Food & Beverage,5.0,4.5,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3438,4.0,True,currently stock right need order people love would say love ginger mule one best theyre pretty small usually people order let know advance small would great advertisement bar restaurant dont know youd able sell flyer anything little saint logo always help u push product,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
019d385eb67632a7e958e23f24bd07d7,3439,4.0,True,thing going okay theyre kind going steady pace im trying see one tends get popularity spicy margarita tends sell little bit better one look like getting sale course last couple month weve gotten consistent sale last month guy,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
019d385eb67632a7e958e23f24bd07d7,3440,4.0,True,theyre pretty good flavor dont sell quite often popular probably spicy margarita paloma ive heard people say dont like taste old fashioned espresso martini,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
019d385eb67632a7e958e23f24bd07d7,3441,3.0,True,kind slow move honestly im huge fan people really like,False,Food & Beverage,3.0,3.0,3.0,3.0,3.0,3.0,3
019d385eb67632a7e958e23f24bd07d7,3457,3.0,True,stock havent really selling lately hasnt really moving well u might sell one two really like return clientele,False,Food & Beverage,3.0,3.0,3.0,3.0,3.0,3.0,1
019d385eb67632a7e958e23f24bd07d7,3461,4.0,True,right doesnt sell super crazy ordered ginger mule sell best probably got two ginger mule every one two seems like people get know like theyre familiar price packaging everything complaint,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,1
019d385eb67632a7e958e23f24bd07d7,3460,5.0,True,right people love definitely interested getting another order working brand moment one customer favorite spicy margarita people loved one client base always really well mule palomas people liked well,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3459,5.0,True,one best seller st ember paloma spicy margarita got espresso martini weve sold couple case st ember restocked paloma margarita sell really well far nonalcoholic packaged cocktail go sell beer brand like product look good guest like price appropriate shelf 499 sell well u like cocktail guy chose like branding guy always ship really quickly great,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
019d385eb67632a7e958e23f24bd07d7,3456,5.0,True,sell pretty well one better zeroproof sale everybody seems positive taste price fair,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,3
019d385eb67632a7e958e23f24bd07d7,3455,4.0,True,pretty well work best u fewer option museum try curate availability people werent quite aware cbd love packaging ginger mule favorite flavor one best think flavor didnt like negroni spicy maragarita tried least available distributor one good didnt say negroni u ginger mule great gingery thats one worked best tasted like youd expect name,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
019d385eb67632a7e958e23f24bd07d7,3454,4.0,True,brewery small list nonalcoholic item dont move ton people drink enjoy dont high volume really nonalcoholic offering primarily brewery taproom people tend prefer ice could note also get call every people looking large format liquor style see u listed brand finder theyre looking product dont carry,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,2
019d385eb67632a7e958e23f24bd07d7,3453,5.0,True,everyone love packaging price good complaint havent purchased glass bottle yet priced little high understand quality everything eventually well placing order,False,Food & Beverage,5.0,5.0,5.0,5.0,5.0,5.0,4
019d385eb67632a7e958e23f24bd07d7,3452,3.0,True,slowed recently especially necessarily store berkeley store really high volume selling product recently slowed quite bit increase price kind slowed honestly packaging wise fine cute enough packaging taste wise definitely distinct mushroomy flavor thats kind ingredient there lot working price overall seems tad high people honestly seems biggest issue,False,Food & Beverage,3.0,3.0,3.0,3.0,3.0,3.0,2
019d385eb67632a7e958e23f24bd07d7,3451,4.0,True,little saint sold u right everyone like lot im issue supplier wont pick certain thing date stopped ordering,False,Food & Beverage,4.0,4.0,4.0,4.0,4.0,4.0,1
0336dcbab05b9d5ad24f4333c7658a0e,1619,5.0,True,strong seller loved everyone feedback complaint performs exceptionally well store,False,Snacks,5.0,5.0,5.0,5.0,5.0,5.0,5
03afdbd66e7929b125f8597834fa83a4,1860,4.0,True,texture isnt gummy understand healthier kind gummy,False,Snacks,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3070,4.0,True,seems well gone right sell well great way currently three flavor everything seems fine,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,5
04025959b191f8f9de3f924f0940515f,3077,4.0,True,theyre well quite competitive drink like gts kombucha olipop definitely worth keeping hand tepache variety little slower pretty well gorgeous packaging sure sampled back im huge kombucha guy enjoy everything seems arriving fine unfi issue damaged product far,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
04025959b191f8f9de3f924f0940515f,3078,3.0,True,kombucha case right department longest time soft drink away probiotic beverage put one unfortunately kind lost live soda humm kombucha hard competing olipop poppi right advertising thing like delicious product enjoy priced comparable lot beverage customer price sensitive sale theyll buy dont know there anything make pop little bit stand marketing background anything draw people attention know font small doesnt stand like one thats suggestion,False,Non-Alcoholic Beverage,3.0,3.0,3.0,3.0,3.0,3.0,1
04025959b191f8f9de3f924f0940515f,3079,4.0,True,people buy generally sell huge mover packaging look nice think guy good,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,5
04025959b191f8f9de3f924f0940515f,3080,2.0,True,discontinuing still two flavor know raspberry number one seller good raspberry company chose discontinue forage kombucha right two flavor didnt mark im letting sell date good thats anymore,False,Non-Alcoholic Beverage,2.0,2.0,2.0,2.0,2.0,2.0,1
04025959b191f8f9de3f924f0940515f,3081,5.0,True,think sell pretty well dont stock dont space right generally order peach lot people like label really nice aesthetic label really like drawn price deterrent think guy pretty good job complaint time,False,Non-Alcoholic Beverage,5.0,5.0,5.0,5.0,5.0,5.0,3
04025959b191f8f9de3f924f0940515f,3082,4.0,True,sell fast weve got kombuchas sell faster packaging price good competitive flavor,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,5
04025959b191f8f9de3f924f0940515f,3083,4.0,True,feel like pretty well dont remember u pulling anything im assuming going well havent heard complaint far price packaging really nice ive one would say pretty good maybe there couple darker can hard see expiration date thats probably mostly complaint retail,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3090,4.0,True,flavor okay funny enough actually hadnt carried little bit recently brought back believe owner got pretty good show deal pari generally speaking popular pretty well think people like really like packaging really nice,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3091,4.0,True,really well kind slowed little bit order maybe four case month price point good cheapest brand sell,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
04025959b191f8f9de3f924f0940515f,3093,4.0,True,actually love excited right pretty much flying think popular flavor would jasmine peach one sell pretty good fastest selling happy especially sale anticipating im going stock pretty much everybody love packaging term loving design sure branding really nice thats one first thing drew feel like thats pretty pretty consistent seller kombucha brand seasonal flavor thats thing think thats ever something would want consider seasonal flavor maybe already im sure product coordinator even checked would fantastic lot customer usually want sour flavored kombucha mostly popularity would say little bit subtle side theyre super sour,True,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,1
04025959b191f8f9de3f924f0940515f,3096,4.0,True,pretty well think order least week usually case time personally really think packaging nice price pretty low compared one nice flavor wise usually sweet like there lot people concerned much sugar kombucha usually refer one,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3100,4.0,True,like part ncg promotion keep always sell well sale im really kombucha person havent heard anything anyone else pretty well promotion,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,5
04025959b191f8f9de3f924f0940515f,3101,4.0,True,people tend like seems like selling pretty well havent issue moving anytime people buy know packaging great drank kombucha would choose based packaging alone love design can theyre awesome one betterselling brand seems like youre pretty good job,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,5
04025959b191f8f9de3f924f0940515f,3216,5.0,True,local kombucha brewer lot usually keep one flavor forage think people like everyone love packaging thats sure taste price think good one ever given u feedback buy think youre good,False,Non-Alcoholic Beverage,5.0,5.0,5.0,5.0,5.0,5.0,5
04025959b191f8f9de3f924f0940515f,3217,4.0,True,right also sell gts synergy outsells probably ten one taste price packaging seems go along everything else maybe wording label could bigger little bit small,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3352,4.0,True,good people drink go,True,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
04025959b191f8f9de3f924f0940515f,2695,5.0,True,think pretty good theyre good seller theyve got great price point,False,Non-Alcoholic Beverage,5.0,5.0,5.0,5.0,5.0,5.0,4
04025959b191f8f9de3f924f0940515f,3067,3.0,True,peach raspberry tropical doesnt sell well dont order often price honestly none kombucha thing really sell well feel like anything single small 3 doesnt sell well expensive everything expensive,True,Non-Alcoholic Beverage,3.0,3.0,3.0,3.0,3.0,3.0,1
04025959b191f8f9de3f924f0940515f,3068,4.0,True,flavor shelf right peach look like rest flavor either sold shrunk havent personally term packaging price seems pretty good opinion,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3069,4.0,True,five flavor putting shelf right actually like can compared glass bottle restock pretty often well price good price point compared others think packaging look really nice five can next look lovely weve got right eye level theyre fairly well put bunch lemon ginger maybe thats best selling one,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,4
04025959b191f8f9de3f924f0940515f,3071,5.0,True,great move especially summer moving lot faster normal everything solid across board complaint fine way,False,Non-Alcoholic Beverage,5.0,5.0,5.0,5.0,5.0,5.0,4
04025959b191f8f9de3f924f0940515f,3072,5.0,True,pretty well usually order one three case peach tropical blackberry grape really popular usually order week pretty well nobody complained price 40 margin nobody said anything,False,Non-Alcoholic Beverage,5.0,5.0,5.0,5.0,5.0,5.0,4
04025959b191f8f9de3f924f0940515f,3073,4.0,True,couple kombucha brand kept one selling one selling like packaging think nice botanical flowery look generally dont really like kombucha like know back sometimes would open fizzing bit kind like slightly shaken wasnt shaking fizzing little bit shaken dont know happening currently thats something note,True,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
04025959b191f8f9de3f924f0940515f,3074,4.0,True,right got cooler reset probably two week ago got relocated think upper shelf bottom see work thats kind order probably couple case week nothing customer complaining thats good thing can moving really good still hold theyre going everybodys getting can bottle straying away guy thats good,False,Non-Alcoholic Beverage,4.0,4.0,4.0,4.0,4.0,4.0,3
0584ce565c824b7b7f50282d9a19945b,2915,4.0,True,generally pretty okay maine brought first quarter first quarter cold state super busy well start see business ramp summer im sure itll probably start move little bit quicker pricing right line lot product packaging eye appealing really good,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
0584ce565c824b7b7f50282d9a19945b,2916,4.0,True,sell pretty well sold lot holiday definitely slowed little bit since still store shelf people look think packaging really great feel like thats mostly draw people,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,3
0584ce565c824b7b7f50282d9a19945b,3746,4.0,True,wish traction havent ton time promote cant say entirely product fault good product love love whole story behind need get little momentum behind actually talking owner tasting demo store id say among top seller completely bottom either size perfect product solid quality packaging matter fall right hand right target audience packaging beautiful price obviously high thats people arent necessarily used higherend korean product around town dont necessarily know quantify dont anything negative say overall product,,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,1
0584ce565c824b7b7f50282d9a19945b,2937,5.0,True,great love guess one point feedback pricier side sell higher priced item anyway obviously mark stuff doesnt really impact u mean selling pretty good think open box obviously container little smaller box think people see box expect size come packaging people actually open smaller thought obviously read label see say love love product happy carry looking forward seeing product guy come future ordered guy stuff faire would love able order directly,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,1
0584ce565c824b7b7f50282d9a19945b,2917,4.0,True,think sold couple havent long think good spot little visible think well get good traction usually newer stuff take bit ive seen lot success usually around onemonth point think next couple week start see moving little think theyre fantastic really like taste ive lot gochujang samjangs year think packaging great visible think definitely help catch customer eye especially theyre particularly looking item price point good especially something like youre usually going use whole jar one sitting see price understand going across meal usually really impactful cost,False,Condiment & Spices,4.0,4.0,4.0,4.0,4.0,4.0,4
0584ce565c824b7b7f50282d9a19945b,2910,5.0,True,well store weve reordered likely would need taste packaging price think spot two refrigerator theyre delicious anyone ever come new york brooklyn specifically demo wed open,False,Condiment & Spices,5.0,5.0,5.0,5.0,5.0,5.0,1
